8 22.8464487881
0.0	[7.0]
0.0384	[6.04, 6.96]
0.0736	[6.08, 6.92]
0.08	[6.0]
0.1056	[6.12, 6.88]
0.1184	[5.96, 6.04]
0.1344	[6.16, 6.84]
0.1536	[5.08, 5.92, 6.08, 6.92]
0.16	[6.0, 6.2, 6.8]
0.1824	[6.24, 6.76]
0.1856	[5.12, 5.88, 6.12, 6.88]
0.1984	[5.04, 5.96, 6.04]
0.2016	[6.28, 6.72]
0.2144	[5.16, 5.84, 6.16, 6.84]
0.2176	[6.32, 6.68]
0.2304	[6.36, 6.64]
0.2336	[5.08, 5.92, 6.08]
0.24	[5.0, 5.2, 5.8, 6.0, 6.2, 6.4, 6.6, 6.8]
0.2464	[6.44, 6.56]
0.2496	[6.48, 6.52]
0.2624	[5.24, 5.76, 6.24, 6.76]
0.2656	[5.12, 5.88, 6.12]
0.2784	[4.96, 5.04, 5.96, 6.04]
0.2816	[5.28, 5.72, 6.28, 6.72]
0.2944	[5.16, 5.84, 6.16, 6.84]
0.2976	[5.32, 5.68, 6.32, 6.68]
0.3104	[5.36, 5.64, 6.36, 6.64]
0.3136	[4.92, 5.08, 5.92, 6.08]
0.32	[5.0, 5.2, 5.4, 5.6, 5.8, 6.0, 6.2, 6.4, 6.6, 6.8]
0.3264	[5.44, 5.56, 6.44, 6.56]
0.3296	[5.48, 5.52, 6.48, 6.52]
0.3424	[5.24, 5.76, 6.24, 6.76]
0.3456	[4.12, 4.88, 5.12, 5.88, 6.12, 6.88]
0.3584	[4.96, 5.04, 5.96, 6.04]
0.3616	[5.28, 5.72, 6.28, 6.72]
0.3744	[4.16, 4.84, 5.16, 5.84, 6.16, 6.84]
0.3776	[5.32, 5.68, 6.32, 6.68]
0.3904	[5.36, 5.64, 6.36, 6.64]
0.3936	[4.08, 4.92, 5.08, 5.92, 6.08]
0.4	[4.2, 4.8, 5.0, 5.2, 5.4, 5.6, 5.8, 6.0, 6.2, 6.4, 6.6, 6.8]
0.4064	[5.44, 5.56, 6.44, 6.56]
0.4096	[5.48, 5.52, 6.48, 6.52]
0.4224	[4.24, 4.76, 5.24, 5.76, 6.24, 6.76]
0.4256	[4.12, 4.88, 5.12, 5.88, 6.12]
0.4384	[4.04, 4.96, 5.04, 5.96, 6.04]
0.4416	[4.28, 4.72, 5.28, 5.72, 6.28, 6.72]
0.4544	[4.16, 4.84, 5.16, 5.84, 6.16]
0.4576	[4.32, 4.68, 5.32, 5.68, 6.32, 6.68]
0.4704	[4.36, 4.64, 5.36, 5.64, 6.36, 6.64]
0.4736	[4.08, 4.92, 5.08, 5.92, 6.08]
0.48	[4.0, 4.2, 4.4, 4.6, 4.8, 5.0, 5.2, 5.4, 5.6, 5.8, 6.0, 6.2, 6.4, 6.6, 6.8]
0.4864	[4.44, 4.56, 5.44, 5.56, 6.44, 6.56]
0.4896	[4.48, 4.52, 5.48, 5.52, 6.48, 6.52]
0.5024	[4.24, 4.76, 5.24, 5.76, 6.24, 6.76]
0.5056	[4.12, 4.88, 5.12, 5.88, 6.12]
0.5184	[3.96, 4.04, 4.96, 5.04, 5.96, 6.04]
0.5216	[4.28, 4.72, 5.28, 5.72, 6.28, 6.72]
0.5344	[4.16, 4.84, 5.16, 5.84, 6.16]
0.5376	[4.32, 4.68, 5.32, 5.68, 6.32, 6.68]
0.5504	[4.36, 4.64, 5.36, 5.64, 6.36, 6.64]
0.5536	[3.92, 4.08, 4.92, 5.08, 5.92, 6.08]
0.56	[4.0, 4.2, 4.4, 4.6, 4.8, 5.0, 5.2, 5.4, 5.6, 5.8, 6.0, 6.2, 6.4, 6.6]
0.5664	[4.44, 4.56, 5.44, 5.56, 6.44, 6.56]
0.5696	[4.48, 4.52, 5.48, 5.52, 6.48, 6.52]
0.5824	[4.24, 4.76, 5.24, 5.76, 6.24]
0.5856	[3.88, 4.12, 4.88, 5.12, 5.88, 6.12]
0.5984	[3.96, 4.04, 4.96, 5.04, 5.96, 6.04]
0.6016	[4.28, 4.72, 5.28, 5.72, 6.28, 6.72]
0.6144	[3.16, 3.84, 4.16, 4.84, 5.16, 5.84, 6.16, 6.84]
0.6176	[4.32, 4.68, 5.32, 5.68, 6.32, 6.68]
0.6304	[4.36, 4.64, 5.36, 5.64, 6.36, 6.64]
0.6336	[3.92, 4.08, 4.92, 5.08, 5.92, 6.08]
0.64	[3.2, 3.8, 4.0, 4.2, 4.4, 4.6, 4.8, 5.0, 5.2, 5.4, 5.6, 5.8, 6.0, 6.2, 6.4, 6.6, 6.8]
0.6464	[4.44, 4.56, 5.44, 5.56, 6.44, 6.56]
0.6496	[4.48, 4.52, 5.48, 5.52, 6.48, 6.52]
0.6624	[3.24, 3.76, 4.24, 4.76, 5.24, 5.76, 6.24, 6.76]
0.6656	[3.12, 3.88, 4.12, 4.88, 5.12, 5.88, 6.12]
0.6784	[3.96, 4.04, 4.96, 5.04, 5.96, 6.04]
0.6816	[3.28, 3.72, 4.28, 4.72, 5.28, 5.72, 6.28, 6.72]
0.6944	[3.16, 3.84, 4.16, 4.84, 5.16, 5.84, 6.16]
0.6976	[3.32, 3.68, 4.32, 4.68, 5.32, 5.68, 6.32, 6.68]
0.7104	[3.36, 3.64, 4.36, 4.64, 5.36, 5.64, 6.36, 6.64]
0.7136	[3.08, 3.92, 4.08, 4.92, 5.08, 5.92, 6.08]
0.72	[3.2, 3.4, 3.6, 3.8, 4.0, 4.2, 4.4, 4.6, 4.8, 5.0, 5.2, 5.4, 5.6, 5.8, 6.0, 6.2, 6.4, 6.6]
0.7264	[3.44, 3.56, 4.44, 4.56, 5.44, 5.56, 6.44, 6.56]
0.7296	[3.48, 3.52, 4.48, 4.52, 5.48, 5.52, 6.48, 6.52]
0.7424	[3.24, 3.76, 4.24, 4.76, 5.24, 5.76, 6.24, 6.76]
0.7456	[3.12, 3.88, 4.12, 4.88, 5.12, 5.88, 6.12]
0.7584	[3.04, 3.96, 4.04, 4.96, 5.04, 5.96, 6.04]
0.7616	[3.28, 3.72, 4.28, 4.72, 5.28, 5.72, 6.28, 6.72]
0.7744	[3.16, 3.84, 4.16, 4.84, 5.16, 5.84, 6.16]
0.7776	[3.32, 3.68, 4.32, 4.68, 5.32, 5.68, 6.32, 6.68]
0.7904	[3.36, 3.64, 4.36, 4.64, 5.36, 5.64, 6.36, 6.64]
0.7936	[3.08, 3.92, 4.08, 4.92, 5.08, 5.92, 6.08]
0.8	[3.0, 3.2, 3.4, 3.6, 3.8, 4.0, 4.2, 4.4, 4.6, 4.8, 5.0, 5.2, 5.4, 5.6, 5.8, 6.0, 6.2, 6.4, 6.6]
0.8064	[3.44, 3.56, 4.44, 4.56, 5.44, 5.56, 6.44, 6.56]
0.8096	[3.48, 3.52, 4.48, 4.52, 5.48, 5.52, 6.48, 6.52]
0.8224	[3.24, 3.76, 4.24, 4.76, 5.24, 5.76, 6.24]
0.8256	[3.12, 3.88, 4.12, 4.88, 5.12, 5.88, 6.12]
0.8384	[2.96, 3.04, 3.96, 4.04, 4.96, 5.04, 5.96, 6.04]
0.8416	[3.28, 3.72, 4.28, 4.72, 5.28, 5.72, 6.28]
0.8544	[3.16, 3.84, 4.16, 4.84, 5.16, 5.84, 6.16]
0.8576	[3.32, 3.68, 4.32, 4.68, 5.32, 5.68, 6.32, 6.68]
0.8704	[3.36, 3.64, 4.36, 4.64, 5.36, 5.64, 6.36, 6.64]
0.8736	[2.92, 3.08, 3.92, 4.08, 4.92, 5.08, 5.92, 6.08]
0.88	[3.0, 3.2, 3.4, 3.6, 3.8, 4.0, 4.2, 4.4, 4.6, 4.8, 5.0, 5.2, 5.4, 5.6, 5.8, 6.0, 6.2, 6.4, 6.6]
0.8864	[3.44, 3.56, 4.44, 4.56, 5.44, 5.56, 6.44, 6.56]
0.8896	[3.48, 3.52, 4.48, 4.52, 5.48, 5.52, 6.48, 6.52]
0.9024	[3.24, 3.76, 4.24, 4.76, 5.24, 5.76, 6.24]
0.9056	[2.88, 3.12, 3.88, 4.12, 4.88, 5.12, 5.88, 6.12]
0.9184	[2.96, 3.04, 3.96, 4.04, 4.96, 5.04, 5.96, 6.04]
0.9216	[3.28, 3.72, 4.28, 4.72, 5.28, 5.72, 6.28, 6.72]
0.9344	[2.84, 3.16, 3.84, 4.16, 4.84, 5.16, 5.84, 6.16]
0.9376	[3.32, 3.68, 4.32, 4.68, 5.32, 5.68, 6.32, 6.68]
0.9504	[3.36, 3.64, 4.36, 4.64, 5.36, 5.64, 6.36, 6.64]
0.9536	[2.92, 3.08, 3.92, 4.08, 4.92, 5.08, 5.92, 6.08]
